PassengerId,HomePlanet,CryoSleep,Destination,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,GroupNum,Deck,Side
0031_01,Mars,False,TRAPPIST-1e,47.0,214.0,0.0,1411.0,0.0,1229.0,True,0031,3,F,S
0031_02,Mars,False,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0031,3,F,S
0031_03,Mars,False,TRAPPIST-1e,20.0,222.89785157787045,0.0,1750.0,990.0,0.0,True,0031,3,F,S
0034_01,Europa,True,55 Cancri e,28.0,0.0,0.0,0.0,0.0,0.0,True,0034,1,D,S
0035_01,Mars,False,55 Cancri e,23.0,784.0,964.0,0.0,951.0,0.0,False,0035,1,D,S
0036_01,Earth,False,55 Cancri e,15.0,0.0,492.0,48.0,20.0,401.0,False,0036,1,F,S
0038_01,Earth,False,55 Cancri e,20.0,554.0,195.0,0.0,2606.0,0.0,False,0038,1,F,S
0039_01,Earth,True,55 Cancri e,30.0,0.0,0.0,174.90603284902085,0.0,0.0,False,0039,1,G,S
0041_01,Earth,True,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,True,0041,1,G,S
0043_01,Europa,False,TRAPPIST-1e,45.0,0.0,164.0,45.0,2511.0,855.0,False,0043,1,B,S
0044_01,Earth,True,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,0.0,False,0044,3,G,S
0044_02,Earth,True,55 Cancri e,4.0,0.0,0.0,0.0,0.0,0.0,True,0044,3,G,S
0044_03,Earth,True,PSO J318.5-22,21.0,0.0,0.0,0.0,0.0,0.0,True,0044,3,G,S
0045_01,Mars,False,TRAPPIST-1e,21.0,970.0,0.0,180.0,0.0,64.0,False,0045,2,F,S
0045_02,Mars,True,55 Cancri e,19.0,0.0,0.0,0.0,0.0,0.0,True,0045,2,F,S
0050_01,Earth,False,55 Cancri e,35.0,790.0,0.0,0.0,308.4769036733407,0.0,False,0050,1,E,S
0051_01,Earth,False,TRAPPIST-1e,56.0,0.0,112.0,0.0,1379.0,127.0,False,0051,1,E,S
0052_01,Earth,False,TRAPPIST-1e,25.0,4.0,0.0,2.0,4683.0,0.0,False,0052,1,G,P
0053_01,Earth,False,TRAPPIST-1e,25.0,0.0,0.0,1938.0,0.0,1.0,True,0053,1,F,P
0056_01,Europa,False,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0056,3,A,P
0056_02,Europa,True,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,True,0056,3,A,P
0056_03,Europa,False,TRAPPIST-1e,27.0,279.0,605.0,3374.0,286.0,3.0,True,0056,3,A,P
0058_01,Earth,True,PSO J318.5-22,36.0,0.0,0.0,0.0,0.0,0.0,False,0058,1,G,P
0061_01,Earth,False,TRAPPIST-1e,22.0,45.0,1096.0,148.0,1377.0,1.0,False,0061,1,F,P
0062_01,Earth,False,TRAPPIST-1e,62.0,0.0,592.0,0.0,17.0,25.0,False,0062,1,F,P
0064_01,Mars,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,True,0064,2,F,P
0064_02,Europa,True,TRAPPIST-1e,33.0,0.0,0.0,174.90603284902085,0.0,0.0,True,0064,2,E,P
0066_01,Earth,False,TRAPPIST-1e,62.0,1.0,153.0,197.0,0.0,460.0,False,0066,1,G,P
0067_01,Earth,True,PSO J318.5-22,0.0,0.0,0.0,0.0,0.0,0.0,True,0067,3,G,P
0067_02,Earth,False,TRAPPIST-1e,18.0,1.0,258.0,446.0,0.0,0.0,True,0067,3,G,P
0067_03,Earth,False,55 Cancri e,21.0,1946.0,37.0,0.0,0.0,24.0,False,0067,3,F,P
0068_01,Mars,False,TRAPPIST-1e,25.0,793.0,0.0,2.0,253.0,0.0,False,0068,1,E,P
0069_01,Earth,False,TRAPPIST-1e,42.0,887.0,0.0,9.0,6.0,0.0,True,0069,1,F,P
0070_01,Earth,False,TRAPPIST-1e,19.0,190.0,0.0,5.0,1.0,726.0,False,0070,1,F,P
0071_01,Earth,False,TRAPPIST-1e,17.0,16.0,2165.0,0.0,0.0,52.0,False,0071,1,F,P
0072_01,Earth,False,TRAPPIST-1e,14.0,0.0,1.0,0.0,0.0,1063.0,False,0072,1,F,P
0073_01,Mars,False,PSO J318.5-22,37.0,46.0,83.0,738.0,0.0,12.0,False,0073,1,D,P
0074_01,Europa,False,TRAPPIST-1e,42.0,1.0,8397.0,0.0,0.0,506.0,True,0074,1,C,P
0076_01,Mars,False,TRAPPIST-1e,27.0,147.0,0.0,1018.0,0.0,0.0,True,0076,1,F,P
0077_01,Mars,False,TRAPPIST-1e,28.0,14.0,0.0,1295.0,0.0,0.0,True,0077,1,F,P
0078_01,Europa,False,TRAPPIST-1e,38.0,0.0,5840.0,0.0,321.0,9654.0,False,0078,1,C,P
0081_01,Earth,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,False,0081,1,G,P
0082_01,Mars,False,TRAPPIST-1e,42.0,7406.0,0.0,0.0,0.0,0.0,False,0082,3,F,P
0082_02,Mars,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0082,3,F,P
0082_03,Mars,False,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,True,0082,3,F,P
0084_01,Earth,False,TRAPPIST-1e,24.0,688.0,0.0,0.0,0.0,17.0,True,0084,1,G,P
0085_01,Europa,True,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,True,0085,1,C,P
0086_01,Earth,False,TRAPPIST-1e,43.0,211.0,0.0,0.0,638.0,513.0,False,0086,1,F,P
0088_01,Mars,True,PSO J318.5-22,45.0,0.0,0.0,0.0,0.0,0.0,True,0088,1,E,P
0090_01,Earth,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,True,0090,1,G,P
0091_01,Earth,True,TRAPPIST-1e,26.0,222.89785157787045,0.0,0.0,0.0,0.0,True,0091,2,G,P
0091_02,Earth,False,TRAPPIST-1e,27.0,1.0,697.0,31.0,188.0,0.0,False,0091,2,F,P
0092_01,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,670.0,1.0,34.0,False,0092,3,G,P
0092_02,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,174.90603284902085,0.0,0.0,True,0092,3,G,P
0092_03,Earth,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,True,0092,3,G,P
0097_01,Europa,False,TRAPPIST-1e,54.0,0.0,1208.0,0.0,3.0,637.0,False,0097,1,A,P
0098_01,Earth,False,TRAPPIST-1e,26.0,0.0,856.0,5.0,32.0,0.0,False,0098,2,G,P
0098_02,Earth,False,TRAPPIST-1e,26.0,0.0,2811.0,957.0,0.0,87.0,True,0098,2,G,P
0099_01,Earth,False,PSO J318.5-22,23.0,311.0,427.0,526.0,37.0,0.0,False,0099,2,F,P
0099_02,Earth,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0099,2,G,P
0101_01,Mars,True,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,True,0101,1,B,P
0102_01,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,0.0,830.0,91.0,False,0102,1,F,P
0103_01,Earth,False,TRAPPIST-1e,24.0,0.0,451.96167494677076,0.0,0.0,17.0,True,0103,3,F,P
0103_02,Earth,True,55 Cancri e,9.0,0.0,0.0,0.0,0.0,0.0,True,0103,3,G,P
0103_03,Earth,True,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,False,0103,3,G,P
0105_01,Earth,False,TRAPPIST-1e,27.0,0.0,0.0,570.0,2.0,131.0,False,0105,1,F,P
0107_01,Mars,False,TRAPPIST-1e,21.0,1743.0,5.0,17.0,0.0,0.0,False,0107,1,D,P
0108_01,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,False,0108,3,G,P
0108_02,Earth,False,TRAPPIST-1e,31.0,562.0,0.0,326.0,0.0,0.0,False,0108,3,G,P
0108_03,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,True,0108,3,G,P
0110_01,Europa,False,TRAPPIST-1e,32.0,0.0,410.0,6.0,3929.0,764.0,False,0110,4,F,P
0110_02,Europa,False,TRAPPIST-1e,40.0,0.0,331.0,0.0,0.0,1687.0,False,0110,4,B,P
0110_03,Europa,False,TRAPPIST-1e,42.0,2209.0,11418.0,0.0,1868.0,445.0,True,0110,4,B,P
0110_04,Europa,True,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,True,0110,4,B,P
0111_01,Europa,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,True,0111,1,E,P
0112_01,Europa,False,55 Cancri e,48.0,0.0,2537.0,87.0,17.0,13.0,True,0112,1,B,P
0113_01,Earth,False,TRAPPIST-1e,64.0,0.0,0.0,804.0,0.0,0.0,True,0113,1,F,P
0114_01,Earth,False,TRAPPIST-1e,27.0,82.0,157.0,429.0,238.0,1.0,False,0114,1,G,P
0115_01,Mars,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,306.7894819713431,True,0115,1,F,P
0116_01,Europa,False,TRAPPIST-1e,33.0,1.0,2223.0,0.0,12.0,404.0,True,0116,1,D,P
0119_01,Earth,False,TRAPPIST-1e,39.0,0.0,2344.0,0.0,65.0,6898.0,False,0119,2,A,P
0119_02,Europa,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,True,0119,2,A,P
0120_01,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,306.7894819713431,True,0120,1,F,P
0122_01,Earth,False,TRAPPIST-1e,29.0,0.0,0.0,0.0,699.0,74.0,False,0122,1,G,P
0123_01,Earth,False,TRAPPIST-1e,18.0,55.0,597.0,49.0,0.0,1.0,False,0123,1,F,P
0126_01,Mars,True,TRAPPIST-1e,67.0,0.0,0.0,0.0,0.0,0.0,True,0126,1,F,P
0127_01,Mars,False,TRAPPIST-1e,35.0,701.0,0.0,296.0,0.0,25.0,False,0127,1,E,P
0128_01,Mars,False,TRAPPIST-1e,61.0,2353.0,334.0,9.0,316.0,2.0,False,0128,2,D,P
0128_02,Mars,False,TRAPPIST-1e,45.0,2103.0,6.0,0.0,0.0,0.0,False,0128,2,E,P
0129_01,Earth,True,PSO J318.5-22,22.0,0.0,0.0,174.90603284902085,0.0,0.0,True,0129,1,G,P
0133_01,Mars,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,True,0133,2,F,P
0133_02,Mars,False,TRAPPIST-1e,36.0,2738.0,0.0,0.0,0.0,0.0,False,0133,2,D,P
0134_01,Earth,False,TRAPPIST-1e,19.0,0.0,14.0,730.0,0.0,0.0,True,0134,1,G,P
0136_01,Earth,False,PSO J318.5-22,47.0,97.0,418.0,126.0,25.0,55.0,False,0136,1,G,P
0138_01,Earth,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,True,0138,2,G,P
0138_02,Earth,False,TRAPPIST-1e,34.0,0.0,22.0,0.0,564.0,207.0,False,0138,2,E,P
0139_01,Europa,True,55 Cancri e,35.0,0.0,0.0,0.0,0.0,0.0,True,0139,1,C,P
0140_01,Earth,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0140,2,G,P
0140_02,Earth,False,TRAPPIST-1e,26.0,440.0,0.0,0.0,0.0,462.0,False,0140,2,F,P
0141_01,Mars,False,TRAPPIST-1e,31.0,222.89785157787045,0.0,97.0,0.0,0.0,False,0141,1,F,P
0144_01,Earth,False,TRAPPIST-1e,20.0,0.0,420.0,210.0,0.0,0.0,True,0144,1,F,P
0146_01,Earth,False,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,False,0146,1,G,P
0147_01,Earth,True,TRAPPIST-1e,50.0,0.0,0.0,0.0,0.0,0.0,True,0147,1,G,P
0148_01,Mars,False,TRAPPIST-1e,42.0,1072.0,0.0,10.0,0.0,76.0,False,0148,1,F,P
0149_01,Earth,True,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,True,0149,1,G,P
0151_01,Earth,True,55 Cancri e,38.0,0.0,0.0,0.0,0.0,0.0,False,0151,1,G,P
0152_01,Earth,False,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,607.0,False,0152,1,F,P
0160_01,Earth,False,TRAPPIST-1e,22.0,4119.0,0.0,0.0,0.0,61.0,False,0160,1,G,P
0163_01,Europa,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,True,0163,2,B,P
0163_02,Europa,True,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,True,0163,2,B,P
0164_01,Earth,False,TRAPPIST-1e,57.0,50.0,1688.0,0.0,308.4769036733407,135.0,True,0164,2,G,P
0164_02,Earth,True,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,False,0164,2,G,P
0165_01,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,True,0165,1,F,P
0167_01,Mars,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,True,0167,2,F,P
0167_02,Mars,False,TRAPPIST-1e,27.0,1365.0,0.0,48.0,22.0,137.0,False,0167,2,F,P
0169_01,Earth,True,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,False,0169,1,G,P
0170_01,Earth,False,TRAPPIST-1e,24.0,0.0,0.0,0.0,221.0,567.0,False,0170,1,E,P
0171_01,Earth,True,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,True,0171,1,G,P
0172_01,Earth,True,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,True,0172,1,G,P
0173_01,Earth,True,TRAPPIST-1e,58.0,0.0,985.0,0.0,5.0,0.0,True,0173,1,E,P
0174_01,Earth,False,55 Cancri e,21.0,287.0,0.0,16.0,115.0,175.0,False,0174,1,F,P
0177_01,Europa,False,TRAPPIST-1e,38.0,0.0,10346.0,1.0,14970.0,2111.0,False,0177,1,B,P
0178_01,Mars,False,TRAPPIST-1e,38.0,3414.0,0.0,161.0,28.0,119.0,False,0178,1,D,P
0179_01,Earth,False,TRAPPIST-1e,19.0,1.0,219.0,673.0,2.0,11.0,True,0179,3,G,P
0179_02,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,False,0179,3,G,P
0179_03,Earth,False,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,True,0179,3,G,P
0181_01,Earth,False,TRAPPIST-1e,20.0,0.0,0.0,3.0,299.0,92.0,False,0181,1,G,P
0182_01,Europa,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0182,1,C,P
0183_01,Earth,False,TRAPPIST-1e,37.0,17.0,146.0,426.0,0.0,232.0,True,0183,1,F,P
0186_01,Earth,False,TRAPPIST-1e,25.0,62.0,0.0,0.0,0.0,956.0,False,0186,1,G,P
0188_01,Earth,True,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,True,0188,1,G,P
0189_01,Earth,False,55 Cancri e,49.0,84.0,3.0,401.0,202.0,98.0,False,0189,1,E,P
0190_01,Earth,True,55 Cancri e,11.0,0.0,0.0,0.0,0.0,0.0,False,0190,1,G,P
0192_01,Earth,True,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,True,0192,3,G,P
0192_02,Earth,False,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,False,0192,3,G,P
0192_03,Earth,False,TRAPPIST-1e,39.0,0.0,0.0,10.0,898.0,0.0,False,0192,3,G,P
0193_01,Mars,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0193,3,F,P
0193_02,Mars,False,TRAPPIST-1e,23.0,222.89785157787045,0.0,8.0,1072.0,0.0,False,0193,3,F,P
0193_03,Mars,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,True,0193,3,F,P
0195_01,Mars,False,TRAPPIST-1e,39.0,406.0,0.0,867.0,0.0,0.0,True,0195,1,F,P
0196_01,Mars,False,PSO J318.5-22,25.0,1052.0,0.0,719.0,0.0,7.0,False,0196,1,D,P
0197_01,Europa,False,TRAPPIST-1e,36.0,0.0,972.0,0.0,795.0,575.0,False,0197,1,C,P
0198_01,Earth,True,PSO J318.5-22,52.0,0.0,0.0,0.0,0.0,0.0,True,0198,1,G,P
0199_01,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,False,0199,1,G,P
0200_01,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,True,0200,1,G,P
0201_01,Europa,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,True,0201,2,B,P
0201_02,Europa,True,TRAPPIST-1e,47.0,0.0,0.0,0.0,0.0,0.0,True,0201,2,B,P
0202_01,Europa,True,55 Cancri e,45.0,0.0,0.0,0.0,0.0,0.0,True,0202,2,B,P
0202_02,Europa,False,55 Cancri e,0.0,0.0,2433.0,174.90603284902085,878.0,443.0,True,0202,2,A,P
0203_01,Europa,True,TRAPPIST-1e,51.0,0.0,0.0,0.0,0.0,0.0,True,0203,1,C,P
0205_01,Earth,False,TRAPPIST-1e,29.0,0.0,2.0,66.0,0.0,705.0,False,0205,1,G,P
0206_01,Europa,False,55 Cancri e,0.0,2.0,1720.0,12.0,1125.0,122.0,True,0206,1,C,P
0207_01,Earth,True,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,False,0207,1,G,P
0210_01,Europa,True,55 Cancri e,24.0,0.0,0.0,174.90603284902085,0.0,0.0,True,0210,1,D,P
0211_01,Mars,False,TRAPPIST-1e,29.0,902.0,1.0,137.0,0.0,0.0,True,0211,3,F,P
0211_02,Mars,True,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,True,0211,3,F,P
0211_03,Mars,False,TRAPPIST-1e,17.0,848.0,0.0,307.0,182.0,0.0,False,0211,3,F,P
0212_01,Earth,False,TRAPPIST-1e,13.0,192.0,0.0,0.0,51.0,739.0,False,0212,2,E,P
0212_02,Earth,False,TRAPPIST-1e,35.0,147.0,188.0,0.0,10.0,387.0,False,0212,2,F,P
0213_01,Earth,False,TRAPPIST-1e,21.0,367.0,281.0,0.0,0.0,146.0,False,0213,1,F,P
0216_01,Earth,False,55 Cancri e,21.0,0.0,56.0,0.0,0.0,1918.0,False,0216,1,F,P
0217_01,Earth,False,TRAPPIST-1e,38.0,1517.0,0.0,0.0,27.0,0.0,False,0217,1,F,P
0219_01,Earth,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,True,0219,1,G,P
0220_01,Earth,True,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
0220_02,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
0220_03,Earth,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,False,0220,7,G,P
0220_04,Earth,False,TRAPPIST-1e,25.0,122.0,84.0,174.90603284902085,0.0,0.0,False,0220,7,E,P
0220_05,Earth,False,TRAPPIST-1e,16.0,0.0,3.0,0.0,0.0,1099.0,False,0220,7,F,P
0220_06,Earth,False,55 Cancri e,1.0,0.0,0.0,0.0,0.0,0.0,False,0220,7,G,P
0220_07,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
0221_01,Mars,False,55 Cancri e,21.0,2237.0,0.0,119.0,0.0,0.0,False,0221,7,E,P
0221_02,Mars,False,TRAPPIST-1e,23.0,1215.0,80.0,1.0,2.0,0.0,False,0221,7,E,P
0221_03,Mars,False,TRAPPIST-1e,33.0,1933.0,12.0,188.0,1.0,0.0,False,0221,7,E,P
0221_04,Mars,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,True,0221,7,E,P
0221_05,Mars,False,TRAPPIST-1e,41.0,1230.0,0.0,301.0,43.0,1023.0,False,0221,7,E,P
0221_06,Mars,False,TRAPPIST-1e,16.0,915.0,0.0,221.0,234.0,0.0,False,0221,7,E,P
0221_07,Mars,True,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,False,0221,7,E,P
0222_01,Mars,False,TRAPPIST-1e,20.0,1406.0,0.0,0.0,11.0,0.0,False,0222,3,F,P
0222_02,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0222,3,F,P
0222_03,Mars,True,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,True,0222,3,E,P
0223_01,Earth,False,TRAPPIST-1e,21.0,0.0,2.0,665.0,0.0,9.0,False,0223,1,G,P
0224_01,Mars,False,TRAPPIST-1e,32.0,181.0,0.0,5.0,1634.0,0.0,False,0224,1,F,P
0225_01,Earth,True,PSO J318.5-22,58.0,0.0,0.0,0.0,0.0,0.0,True,0225,1,G,P
0229_01,Earth,False,TRAPPIST-1e,24.0,4.0,7.0,0.0,713.0,79.0,False,0229,1,F,P
0231_01,Mars,False,TRAPPIST-1e,30.0,85.0,0.0,1.0,1720.0,0.0,False,0231,1,F,P
0232_01,Earth,True,PSO J318.5-22,27.0,0.0,451.96167494677076,0.0,0.0,0.0,False,0232,1,G,P
0233_01,Mars,False,TRAPPIST-1e,32.0,56.0,0.0,256.0,1438.0,0.0,False,0233,1,F,P
0234_01,Earth,False,TRAPPIST-1e,43.0,222.89785157787045,888.0,0.0,0.0,0.0,False,0234,1,F,P
0237_01,Europa,True,TRAPPIST-1e,42.0,0.0,0.0,0.0,0.0,0.0,True,0237,1,B,P
0239_01,Mars,False,TRAPPIST-1e,37.0,637.0,0.0,0.0,92.0,319.0,False,0239,1,F,P
0240_01,Mars,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,True,0240,1,F,P
0241_01,Europa,False,55 Cancri e,33.0,0.0,1249.0,0.0,4812.0,1116.0,False,0241,1,E,P
0242_01,Earth,False,TRAPPIST-1e,18.0,313.0,1.0,691.0,283.0,0.0,False,0242,1,F,P
0243_01,Earth,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,False,0243,1,G,P
0244_01,Mars,True,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,True,0244,2,C,P
0244_02,Mars,True,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,True,0244,2,F,P
0245_01,Europa,False,55 Cancri e,46.0,0.0,3571.0,0.0,0.0,7.0,True,0245,2,C,P
0245_02,Europa,False,TRAPPIST-1e,33.0,0.0,86.0,796.0,584.0,10912.0,False,0245,2,C,P
0246_01,Mars,False,TRAPPIST-1e,21.0,2947.0,0.0,287.0,27.0,0.0,False,0246,1,D,P
0248_01,Europa,False,TRAPPIST-1e,33.0,0.0,1.0,0.0,8620.0,1063.0,False,0248,1,C,P
0250_01,Earth,True,PSO J318.5-22,47.0,222.89785157787045,0.0,0.0,0.0,0.0,False,0250,1,G,P
0251_01,Europa,True,55 Cancri e,54.0,0.0,0.0,0.0,0.0,0.0,True,0251,1,C,P
0252_01,Earth,False,TRAPPIST-1e,30.0,335.0,695.0,541.0,0.0,0.0,False,0252,1,F,P
0253_01,Earth,False,TRAPPIST-1e,29.0,272.0,615.0,0.0,0.0,1.0,False,0253,1,G,P
0254_01,Earth,False,TRAPPIST-1e,21.0,702.0,172.0,408.0,2.0,6.0,True,0254,1,F,P
0255_01,Europa,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0255,1,A,P
0257_01,Mars,False,55 Cancri e,21.0,1664.0,0.0,174.90603284902085,0.0,0.0,False,0257,2,F,P
0257_02,Mars,True,TRAPPIST-1e,60.0,0.0,0.0,0.0,0.0,0.0,True,0257,2,F,P
