title,originallink,link,description,pubDate
"""코로나 치료공백 막는다""…수도권 주말 당직병원 가동(종합)",http://www.newsis.com/view/?id=NISX20220817_0001981112&cID=10201&pID=10200,https://n.news.naver.com/mnews/article/003/0011367487?sid=102,코로나19 재유행에 따라 중증 기저질환자 등이 주말에도 병상을 신속하게 배정받을 수 있도록 하는 조치다.... 정부는 국립중앙의료원과 수도권에서 코로나19 지정병상을 운영 중인 17개 상급종합병원 중 3개 병원이 참여해... ,"Wed, 17 Aug 2022 12:14:00 +0900"
[속보]코로나19 신규확진 18만803명···18주새 최다치,https://www.khan.co.kr/national/health-welfare/article/202208170931001,https://n.news.naver.com/mnews/article/032/0003167021?sid=102,질병관리청 중앙방역대책본부는 17일 0시 기준 코로나19 신규 확진자가 18만803명이라고 밝혔다.... 코로나19 중증 환자 병상 가동률은 43.7%다. 보유병상 1790개 중 입원 가능 병상은 1008개다. 준·중환자를... ,"Wed, 17 Aug 2022 09:32:00 +0900"
"화이자 CEO, 백신 4번 맞고도 ‘코로나 확진’",https://biz.chosun.com/international/international_general/2022/08/16/UBR7Q4JSBRFONL725D7PUJA3M4/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000834324?sid=104,코로나 백신을 만드는 미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 코로나 양성 판정을 받았다고 블룸버그 통신과 NBC뉴스 등 주요 외신이 15일(현지 시각) 보도했다. NBC에 따르면 불라는 이날 트위터에 “화이자... ,"Tue, 16 Aug 2022 10:11:00 +0900"
코로나 신규 확진 18만명…18주 만에 최대,https://www.hani.co.kr/arti/area/capital/1055014.html,https://n.news.naver.com/mnews/article/028/0002602646?sid=102,코로나19 신규 확진자가 18만명대를 넘어 지난 4월 중순 이후 18주 만에 최다치로 집계됐다. 광복적 연휴 뒤 검사량이 늘면서 확진자도 증가한 것으로 보인다. 17일 김성호 중앙재난안전대책본부(중대본)... ,"Wed, 17 Aug 2022 09:33:00 +0900"
수도권 주말 코로나19 당직병원 운영,https://www.sedaily.com/NewsView/269U160VPR,https://n.news.naver.com/mnews/article/011/0004088493?sid=103,중증 코로나19 환자의 병상 배정이 보다 원활해질 전망이다. 코로나19 중앙재난안전대책본부는 17일 김성호 제2총괄조정관(행정안전부 재난안전관리본부장) 주재로 개최한 회의에서 수도권 중증 병상 주말 당직병원 운영... ,"Wed, 17 Aug 2022 15:09:00 +0900"
"화이자 CEO도 코로나 양성…""증상 매우 경미""",http://www.newsis.com/view/?id=NISX20220816_0001978884&cID=10101&pID=10100,https://n.news.naver.com/mnews/article/003/0011363987?sid=104,"특파원 = 코로나19 백신 최대 생산사인 화이자의 최고경영자(CEO)도 결국 감염을 피해가지 못했다. 앨버트 불라 화이자 CEO는 15일(현지시간) 트위터를 통해 ""코로나19 양성 판정을 받았다""라며 ""4차례의 화이자 백신을... ","Tue, 16 Aug 2022 02:57:00 +0900"
"'백신 4차 접종 완료' 화이자 CEO, 코로나 확진",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12070951,https://n.news.naver.com/mnews/article/437/0000309978?sid=104,"미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 백신 4차 접종까지 마치고도 신종 코로나바이러스 감염증(코로나19) 양성 판정을 받았습니다. 15일(현지시간) 불라 CEO는 자신의 트위터에서 ""화이자-바이오엔테크... ","Tue, 16 Aug 2022 11:39:00 +0900"
화이자의 굴욕? 백신 4번이나 맞은 CEO 코로나 확진 판정,http://www.fnnews.com/news/202208170836030492,https://n.news.naver.com/mnews/article/014/0004884160?sid=104,신종 코로나바이러스 감염증(코로나19) 백신을 제작하는 미국 제약사 화의자의 최고경영자(CEO) 앨버트 불라가 백신 4회 접종에도 불구하고 코로나19 확진 판정을 받았다. 불라 CEO는 지난 15일(현지시각) 자신의 트위터에... ,"Wed, 17 Aug 2022 08:45:00 +0900"
코로나로 멈췄던 '부산 수제맥주 페스티벌' 3년만에 오늘 개막,https://www.news1.kr/articles/4774847,https://n.news.naver.com/mnews/article/421/0006281169?sid=102,"2020, 2021년에는 신종 코로나바이러스 감염증(코로나19) 여파로 열리지 못했다. 마지막으로 열린 2019년 페스티벌에는 약 2만7000명의 관람객이 방문했다. 전국 각지에서 모인 수제맥주 양조장에서 제조한 100여종의... ","Wed, 17 Aug 2022 07:19:00 +0900"
"빌게이츠, 오늘 '코로나 국제공조' 국회 연설한다",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202208160005&t=NN,https://n.news.naver.com/mnews/article/215/0001048573?sid=101,게이츠 이사장은 이날 오전 10시 국회를 찾아 김진표 국회의장 등 주요 정치권 인사와 환담한 뒤 10시 40분부터 '코로나19 및 미래 감염병 대응·대비를 위한 국제공조의 중요성과 대한민국의 리더십'을 주제로 연설한다.... ,"Tue, 16 Aug 2022 06:49:00 +0900"
"백신 4번 맞은 화이자 CEO도 코로나 확진…""매우 가벼운 증상""",https://www.yna.co.kr/view/AKR20220816001200072?input=1195m,https://n.news.naver.com/mnews/article/001/0013376512?sid=104,"강건택 특파원 = 미국 제약사 화이자의 앨버트 불라 최고경영자(CEO)가 신종 코로나바이러스 감염증(코로나19) 양성 판정을 받았다고 15일(현지시간) 회사 측이 밝혔다. 불라 CEO는 이날 성명에서 ""화이자-바이오엔테크... ","Tue, 16 Aug 2022 00:51:00 +0900"
먹는 코로나 치료제 라게브리오 5만명분 국내 추가 도입,https://www.yna.co.kr/view/AKR20220817047900530?input=1195m,https://n.news.naver.com/mnews/article/001/0013379502?sid=102,모두 15만명분 도입…국내서 4만명분 사용 방역당국은 MSD(머크앤컴퍼니)사의 코로나19 먹는치료제 '라게브리오' 5만명분을 18일 국내에 추가로 도입한다고 17일 밝혔다. 이에 따라 정부가 계약한 라게브리오 총... ,"Wed, 17 Aug 2022 10:03:00 +0900"
늘어나는 코로나19 신규 확진자,https://www.news1.kr/photos/view/?5530888,https://n.news.naver.com/mnews/article/421/0006282087?sid=102,17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터를 찾은 해외입국자가 검사를 받기 위해 이동하고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 신종... ,"Wed, 17 Aug 2022 12:56:00 +0900"
은행권 6월말 대출 연체율 0.20% '사상 최저'…'코로나 착시 효과',https://www.news1.kr/articles/4775317,https://n.news.naver.com/mnews/article/421/0006281986?sid=101,소상공인과 자영업자의 대출 원리금 만기를 연장하거나 상환을 유예해주는 '코로나 금융지원'에 따른... 2020년 4월부터 금융당국 주도로 실시된 소상공인·자영업자 대출 원리금 만기연장·상환유예 등 코로나... ,"Wed, 17 Aug 2022 12:00:00 +0900"
"美CDC, 러시아 '코로나 여행경보'…등급 4단계 중 3단계",http://www.newsis.com/view/?id=NISX20220817_0001980431&cID=10101&pID=10100,https://n.news.naver.com/mnews/article/003/0011366398?sid=104,"러시아를 코로나19로 인한 여행 경보 지역 목록에 올렸다. 16일(현지시간) 미국 CDC 홈페이지에 따르면 러시아는 코로나19 위험도 총 4단계 중 3단계, 위험도가 높은 지역으로 분류됐다. 4단계의 경우 '특별한 상황'으로... ","Wed, 17 Aug 2022 00:41:00 +0900"
코로나19 확진자 18만명…18주만 최고치,http://www.edaily.co.kr/news/newspath.asp?newsid=01453046632428304,https://n.news.naver.com/mnews/article/018/0005293795?sid=102,김성호 행정안전부 재난안전관리본부장(중대본차장)/사진=연합뉴스 17일 코로나19 신규 확진자 수는 약 18만... 이번주부터 수도권 상급종합병원에서는 주말에도 코로나19 중증병상이 운영된다. 김 2총괄조정관은... ,"Wed, 17 Aug 2022 08:35:00 +0900"
인천공항 신종 코로나 검사센터,https://www.news1.kr/photos/view/?5530885,https://n.news.naver.com/mnews/article/421/0006282091?sid=102,17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터 앞으로 해외입국자들이 코로나19 검사를 위해 이동하고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준... ,"Wed, 17 Aug 2022 12:56:00 +0900"
"""남편 이어"" 4차 접종 완료한 질 바이든 코로나19 확진",https://news.imaeil.com/page/view/2022081622385449258,https://n.news.naver.com/mnews/article/088/0000771070?sid=104,조 바이든 미국 대통령 부인 질 바이든 여사가 코로나바이러스감염증-19(코로나19) 확진 판정을 받았다고 16일(현지시간) CNN 등 외신들이 백악관을 인용해 보도했다. 이에 따르면 사우스캐롤라이나 주에서 휴가 일정을... ,"Tue, 16 Aug 2022 22:43:00 +0900"
"국회 찾은 빌 게이츠 ""한국, 코로나19 분야서 선도적 역할 하고 있어"" [뉴시스...",http://www.newsis.com/view/?id=NISX20220816_0001979622&cID=10301&pID=10300,https://n.news.naver.com/mnews/article/003/0011365260?sid=100,"전체회의장에서 '코로나19 및 미래감염병 대응·대비를 위한 국제공조 중요성과 대한민국의 리더십'을... 등 코로나19와 진단 검사 분야에서도 선도적인 역할을 하고 있다""고 밝혔다. 그는 ""제가 한국에 온 목적은 한국... ","Tue, 16 Aug 2022 13:05:00 +0900"
코로나 검사 받는 해외 입국자들,https://www.news1.kr/photos/view/?5530887,https://n.news.naver.com/mnews/article/421/0006282088?sid=102,17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터에서 해외입국자들이 검체를 채취하고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 신종... ,"Wed, 17 Aug 2022 12:56:00 +0900"
추석승차권 예매 ‘먹통사태’에 분노 목소리…“코로나로 2년만인데 고향방문...,http://www.munhwa.com/news/view.html?no=2022081701039921081001,https://n.news.naver.com/mnews/article/021/0002526707?sid=102,올해는 코로나 19 영향으로 2년 넘게 고향 방문을 못 하다 이번 추석에 마음먹고 고향을 가려던 사람들이 많기 때문이다. 2년 넘게 고향을 못 간 직장인 손모(48) 씨는 “코로나19로 그간 고향을 못 가 부모님께... ,"Wed, 17 Aug 2022 08:46:00 +0900"
수도권에 '코로나 중증병상 주말 당직병원' 운영한다,https://www.news1.kr/articles/4774935,https://n.news.naver.com/mnews/article/421/0006281274?sid=102,정부가 신종 코로나바이러스 감염증(코로나19) 재유행 속에 위급환자가 주말·휴일 동안 진료를 받지 못하는 상황에 대처하기 위해 '중증병상 주말 당직병원'을 운영한다. 최근 집중호우로 피해지역 집단감염 우려가... ,"Wed, 17 Aug 2022 08:53:00 +0900"
"빌게이츠, 오늘 국회서 '코로나 국제공조' 연설",https://www.yna.co.kr/view/AKR20220815057200001?input=1195m,https://n.news.naver.com/mnews/article/001/0013376552?sid=100,게이츠 이사장은 이날 오전 10시 국회를 찾아 김진표 국회의장 등 주요 정치권 인사와 환담한 뒤 10시 40분부터 '코로나19 및 미래 감염병 대응·대비를 위한 국제공조의 중요성과 대한민국의 리더십'을 주제로 연설한다.... ,"Tue, 16 Aug 2022 05:31:00 +0900"
"코로나 신규 확진 18주만에 최고…중대본 ""중증병상 주말 당직병원 운영""",https://view.asiae.co.kr/article/2022081709205486578,https://n.news.naver.com/mnews/article/277/0005133657?sid=102,"코로나19 신규 확진자 수가 18주만에 최고 수준인 18만여명을 기록했다. 지난주 감염재생산지수가 1.18로 7주... 가운데 코로나19 신규 확진자 수가 18주 만에 최고치를 나타냈다""면서 ""위중증 환자 수는 469명, 사망자 수는... ","Wed, 17 Aug 2022 09:20:00 +0900"
"코로나 신규 확진자, 126일 만에 최고",https://www.news1.kr/photos/view/?5530892,https://n.news.naver.com/mnews/article/421/0006282083?sid=102,17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터에서 해외입국자들이 코로나19 검사를 기다리고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 신종... ,"Wed, 17 Aug 2022 12:55:00 +0900"
"‘코로나19 예방접종 후 월경 이상’ 인과관계 인정, 최대 5000만원 지원",https://www.seoul.co.kr/news/newsView.php?id=20220816500193&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003294872?sid=102,"정부가 코로나19 백신접종과 이상자궁출혈(월경 이상) 간의 인과관계를 인정하고 피해보상 신청 시 심의를... 앞서 코로나19 백신안전성위원회는 국내·외 이상반응 사례, 자료 등을 종합적으로 분석한 결과 백신 접종... ","Tue, 16 Aug 2022 18:16:00 +0900"
코로나19 검사센터 찾은 해외 입국자들,https://www.news1.kr/photos/view/?5530889,https://n.news.naver.com/mnews/article/421/0006282086?sid=102,해외 입국자들이 17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터로 이동을 하고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 신종 코로나바이러스... ,"Wed, 17 Aug 2022 12:56:00 +0900"
"완주군, 코로나19 재택치료 모니터링 취약계층 안전 도모",http://www.newsis.com/view/?id=NISX20220817_0001981032&cID=10808&pID=10800,https://n.news.naver.com/mnews/article/003/0011367262?sid=102,전북 완주군은 코로나19 재택치료 건강 모니터링을 통한 취약계층의 안전을 도모한다고 17일 밝혔다. 완주군은 코로나19 재택치료 집중관리군에 대한 건강모니터링이 중단됨에 따라 사각지대 틈을 줄이기 위해 재택치료... ,"Wed, 17 Aug 2022 11:26:00 +0900"
박형준 부산시장 코로나19 확진… 7일간 재택 치료,http://www.segye.com/content/html/2022/08/16/20220816503884.html?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003725381?sid=102,박형준 부산시장이 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받고 7일간 재택 치료에 들어갔다. 16일 부산시에 따르면 박 시장은 전날 오전 실시한 PCR(유전자증폭) 검사에서 양성판정을 받았다. 박형준... ,"Tue, 16 Aug 2022 07:42:00 +0900"
"질 바이든 여사, 코로나19 확진…백악관 ""가벼운 증상""",http://www.busan.com/view/busan/view.php?code=2022081621085031269,https://n.news.naver.com/mnews/article/082/0001170000?sid=104,조 바이든 미국 대통령의 부인인 질 바이든 여사가 코로나19 검사에서 양성판정을 받았다고 16일(현지시간)... 앞서 바이든 대통령은 지난달 21일 코로나에 확진된 뒤 같은 달 27일 격리에서 해제됐으나 며칠 뒤 재발했다.... ,"Tue, 16 Aug 2022 23:17:00 +0900"
"질 바이든 여사, 코로나19 확진…백악관 ""가벼운 증상""",https://www.yna.co.kr/view/AKR20220816171800071?input=1195m,https://n.news.naver.com/mnews/article/001/0013379108?sid=104,지난달 감염 후 회복된 바이든은 '음성' 강병철 특파원 = 조 바이든 미국 대통령의 부인인 질 바이든 여사가 16일(현지시간) 신종 코로나바이러스 감염증(코로나19)에 걸렸다. 백악관은 이날 성명을 통해 바이든 여사가... ,"Tue, 16 Aug 2022 22:59:00 +0900"
코로나 신규 확진 18만803명… 18주 만에 최다치,https://health.chosun.com/site/data/html_dir/2022/08/17/2022081700876.html,https://n.news.naver.com/mnews/article/346/0000053261?sid=103,코로나19 국내 확진자 수가 전날 대비 18만803명 늘었다. 하루 신규 확진자 수가 18주 만에 최다치를 기록한 것이다. 질병관리청 중앙방역대책본부는 17일 0시 기준 국내 코로나19 누적 확진자 수는 총... ,"Wed, 17 Aug 2022 09:47:00 +0900"
"유민상, 코로나19 확진…'컬투쇼' 불참",http://www.newsis.com/view/?id=NISX20220817_0001981362&cID=10601&pID=10600,https://n.news.naver.com/mnews/article/003/0011368072?sid=106,"개그맨 유민상이 코로나19에 감염됐다. 유민상은 17일 SBS 파워FM '두시탈출 컬투쇼'에 출연하지 못했다. 수요일마다 스페셜 DJ를 맡고 있는데, 코로나19에 확진 돼 자리를 비웠다. 가수 황치열이 빈자리를 채웠다. DJ... ","Wed, 17 Aug 2022 14:57:00 +0900"
수능 응시 내일부터 원서 접수…코로나19 확진 대리 가능,https://news.kbs.co.kr/news/view.do?ncd=5534539&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011322152?sid=102,"수험생 본인이 직접 접수해야 하지만, 코로나19에 확진됐거나 입원 중인 경우, 장애인과 수형자 등은 대리 접수가 가능합니다. 전북교육청은 올해 수능 시험에 지난해와 비슷한 만 7천 명 정도가 응시할 것으로 예상하고... ","Wed, 17 Aug 2022 07:36:00 +0900"
"[속보영상] 빌 게이츠 “한국, 선도적 역할 적임자”…‘코로나 국제공조’ 국...",https://news.kbs.co.kr/news/view.do?ncd=5533852&amp;ref=A,https://n.news.naver.com/mnews/article/056/0011321509?sid=100,"게이츠 이사장은 이날 오전 국회에서 '코로나19 및 미래 감염병 대응·대비를 위한 국제공조의 중요성과... 한국은 코로나19와 진단 검사 분야에서도 선도적인 역할을 하고 있다""고 밝혔습니다. 그러면서 ""(우리는) 인류를... ","Tue, 16 Aug 2022 11:45:00 +0900"
코로나 신규 확진자 넉달 만에 최대치,https://www.news1.kr/photos/view/?5530891,https://n.news.naver.com/mnews/article/421/0006282084?sid=102,17일 오전 인천국제공항 제1여객터미널 신종 코로나바이러스 감염증(코로나19) 검사센터에서 해외입국자들이 코로나19 검사를 기다리고 있다. 질병관리청 중앙방역대책본부(방대본)는 이날 0시 기준 신종... ,"Wed, 17 Aug 2022 12:55:00 +0900"
"美 국방장관, 두 번째 코로나19 확진…""증상 가벼워""",https://www.yna.co.kr/view/AKR20220816002800071?input=1195m,https://n.news.naver.com/mnews/article/001/0013376524?sid=104,"김병수 특파원 = 로이드 오스틴 미 국방장관이 15일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다. 오스틴 장관의 코로나19 감염은 지난 1월에 이어 두 번째다. 오스틴 장관은 성명에서 ""오늘 아침... ","Tue, 16 Aug 2022 02:26:00 +0900"
코로나19 신규확진 8만4128명… 위중증 563명·사망 37명,https://biz.chosun.com/topics/topics_social/2022/08/16/HFUPIYUDVVBW5MXUX5O762MQGQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000834303?sid=102,"국내 신종 코로나바이러스 감염증(코로나19) 일일 확진자 수가 8만4128명을 기록했다. 사망자는 37명 증가했으며, 위중증 환자는 563명을 기록했다. 중앙방역대책본부는 이날 0시 기준 신규 확진자가 8만4128명... ","Tue, 16 Aug 2022 09:32:00 +0900"
6월 은행 연체율 0.2% '역대 최저'…코로나 지원 착시효과,http://news.mt.co.kr/mtview.php?no=2022081711140162639,https://n.news.naver.com/mnews/article/008/0004783964?sid=101,부실 위험이 실제로 낮아졌다기보다는 코로나 금융지원 등으로 인한 착시효과가 큰 것으로 분석된다.... 코로나19 확산 전인 2019년 6월(0.41%)과 비교하면 0.2%p 떨어졌다. 종전 역대 최저 수준이던 지난해 12월보다 0.01%p... ,"Wed, 17 Aug 2022 12:00:00 +0900"
